id,name,category,brand,price,salePrice,image,stock,description
143,Women's Pink Floral Textured Saree Blouse,Blouses,xellbuy,2199,1999,https://m.media-amazon.com/images/I/81owL-wNC0L._SX679_.jpg,99,"ELEGANT FLORAL TEXTURE: This readymade saree blouse features a beautiful all-over raised floral textured pattern that adds a rich, ethnic charm to your ensemble. FLATTERING NECKLINE: Designed with a graceful scoop neckline on both the front and back, this blouse offers a stylish and feminine silhouette perfect for festive occasions. 3/4 SLEEVES DESIGN: The three-quarter length sleeves provide a classic and sophisticated look, making it suitable for weddings, festivals, and traditional celebrations."
144,Premium Cotton Skirt for Women,Skirts,xellbuy,2200,2000,https://m.media-amazon.com/images/I/71NMHHBCTiL._SY741_.jpg,100,GRECIILOOKS Women's High Waist White Denim Skirt with Front Slit – Long Maxi Jean Skirt Casual Fashion – Stylish Denim Skirts for Women
145,Print Cotton Stretchable Round Neck,Blouses,xellbuy,2199,1999,https://m.media-amazon.com/images/I/71ucSqupJ9L._SY879_.jpg,108,"Cotton Saree Blouse for Women – Soft, breathable cotton blouse with premium comfort and durability. Stretchable Readymade Saree Blouse – Perfect-fit stretchable blouse for women, easy to wear and move all day Kalamkari Printed Saree Blouse – Traditional kalamkari blouse design for ethnic and festive saree looks Round Neck Half Sleeve Blouse – Classic round neck blouse with half sleeves blouse for timeless style"
146,"Premium Cotton Wraparound Skirt for Women, Free Size",Skirts,xellbuy,500,450,https://m.media-amazon.com/images/I/71mcJALmrIL._SX679_.jpg,100,Long Printed Maxi Women Cotton Stylish Morden and Comfortable Skirt
147,Womens Jaipuri Wrap Around Cotton Printed Maxi Skirt,Skirts,xellbuy,500,460,https://m.media-amazon.com/images/I/61-e58B8BiL._SX679_.jpg,100,FRAULEIN Women's Flared Pleated Maxi Skirt High Waist A-Line with Pockets and Belt Accessories [Small-Plus Size]
148,Womens High Waist Denim Jeans | Stretchable Slim Fit Casual Denim,Jeans,xellbuy,2199,1999,https://m.media-amazon.com/images/I/41AF6VrTD8L.jpg,199,"STRETCHABLE FABRIC: Crafted using soft, breathable and flexible denim material that provides excellent stretch for all-day comfort, ensuring ease of movement whether you are traveling, working or studying. HIGH-WAIST SLIM FIT DESIGN WITH COLOR & SIZES : These womens high waist Light Blue denim jeans 36 in numeric sizes offer a flattering slim-fit silhouette that shapes your waist and enhances your curves, making them perfect for office, college and everyday wear."
149,Comfortable Elastic Waist | Stylish Morden and Comfortable Looking,Skirts,xellbuy,500,5490,https://m.media-amazon.com/images/I/61R357OCaQL._SY741_.jpg,100,GRECIILOOKS Women's Casual Summer Beach Skirts | Maxi Skirt for Women High Waist | Boho Ethnic Flared Skirts | Indian Long Skirt Rayon Printed | Elastic Waist Long Skirt's for Women
150,Women's High Waist Bell Bottom Jeans | Flared Wide Leg,Jeans,xellbuy,2199,1999,https://m.media-amazon.com/images/I/61ZO+hRPulL._SY879_.jpg,120,"Fashionable Bell Bottom Jeans – Trendy high waist flared jeans for girls featuring a stylish wide leg bell bottom pattern for modern streetwear and casual fashion looks. Premium Stretchable Denim – Crafted with soft stretch denim fabric that delivers superior comfort, flexibility, and easy movement for daily wear."
151,Floral Printed Maxi Skirt | Comfortable Elastic Waist,Skirts,xellbuy,499,360,https://m.media-amazon.com/images/I/616-JbTVXmL._SY741_.jpg,360,Women's Boho Skirt High Low Split Summer Beach Midi Wrap Skirts
152,Womens High Waist Denim Jeans | Stretchable Slim Fit Casual Denim,Jeans,xellbuy,2199,1999,https://m.media-amazon.com/images/I/41AF6VrTD8L.jpg,109,"STRETCHABLE FABRIC: Crafted using soft, breathable and flexible denim material that provides excellent stretch for all-day comfort, ensuring ease of movement whether you are traveling, working or studying. HIGH-WAIST SLIM FIT DESIGN WITH COLOR & SIZES : These womens high waist Light Blue denim jeans 36 in numeric sizes offer a flattering slim-fit silhouette that shapes your waist and enhances your curves, making them perfect for office, college and everyday wear."
153,Morden and Comfortable Looking | Fashionable and Modern Look,Skirts,xellbuy,600,500,https://m.media-amazon.com/images/I/61Z7Xn5EFTL._SX569_.jpg,100,Symbol Premium Women's Stretch Formal Pencil Skirt | Knee-Length with Side Pockets (Available in Plus Sizes)
154,INKAST Women High Rise Wide Leg Full Length,Jeans,xellbuy,3999,3597,https://m.media-amazon.com/images/I/61d64cmVsEL._SY879_.jpg,1013,"Type:High Rise Womens Jeans Fabric:Cotton Lycra Length:Ankle Length Closure:Button.ManufacturerD S Enterprise, 9bye lane, sahid khudiram bose sarani,kamardanga,icchapur,howrah,west bengal,711104, D S Enterprise, Jagatballavpur, Shibtala,Howrah,West Bengal,711408 PackerD S Enterprise, 9 bye lane,sahid khudiram bose sarani,kamardanga,icchapur,howrah,west bengal,711104 Item Weight400 g Item Dimensions LxWxH30 x 20 x 2 Centimeters Generic NameHigh Rise Wide Leg Full Length Cotton Poly Lycra Jeans | Casual Denim Wear"
155,"Perfect for Any Event| Polyester, Crepe| for Women",Skirts,xellbuy,700,650,https://m.media-amazon.com/images/I/714vpeNIKoL._SY741_.jpg,100,Girl Code Women's Boho Floral Print Wrap Front Self Tie Knot Midi Skirt Women & Girls
156,London Hills Women's Relaxed Fit High Rise Jeans,Jeans,xellbuy,3599,3197,https://m.media-amazon.com/images/I/81nFk17uzHL._SY879_.jpg,997,"women baggy jeans || baggy jeans for women || loose jeans for women || oversized jeans for women baggy Unique product with stretchable jeans for Women || Baggy Jeans, Comfortable Quality knitted with stylish Design This Jeans are Loose Fit to provide you more comforts for any movements, Accurate to wear it in the Office, Casual Parties."
157,Fashionable and Modern Look,Skirts,xellbuy,1000,9999,https://m.media-amazon.com/images/I/31zNjKFzkIL.jpg,100,"Women's Mermaid Fit Maxi Skirt, Green, Soft Stretchable Fabric, Adjustable Waist Tie, Casual Wear"
158,Women’s Windcheater Jacket,Outerwear,xellbuy,5000,4999,https://m.media-amazon.com/images/I/91Khm8+Ji6L._SX569_.jpg,100,"Fabcurate Signature Chic Blazer for Women | Versatile Polyester Jacket Everyday to Special Occasions | All-Season Poly Rayon Jacket in Pink and Blue with Notched Collar, Full Sleeves, Regular Fit"
159,Fabcurate Ethnic Brown Blzaer for Women | Notched Collar with Full Sleeves Pashmina Jacket for Ladies,Outerwear,xellbuy,5000,4999,https://m.media-amazon.com/images/I/71LB4519K3L._SY741_.jpg,100,Fabcurate Ethnic Brown Blzaer for Women | Notched Collar with Full Sleeves Pashmina Jacket for Ladies | Fashionable Casual Wear
160,Collins Women's Polyester Standard Length Windbreaker,Outerwear,xellbuy,3000,2560,https://m.media-amazon.com/images/I/413p8JOdlpL._SX679_.jpg,100,"BLUE TYGA Women’s UPF 50+ Crop Sunscreen Jacket – Ice Pro Lightweight UV Hoodie with Mask for Cycling, Running & Outdoor Use"
161,"Jacket for Women, Lightweight & Wind-Resistant with Reflective Cool",Outerwear,xellbuy,7000,6950,https://m.media-amazon.com/images/I/61wX+PohlLL._SY741_.jpg,100,GRECIILOOKS Women Poly Lycra Standard Length Oversized Jacket Korean Style Casual Outerwear | Streetwear Party Jacket with Trendy Loose Fit (Available in Plus Size)
162,"Jacket for Women, Lightweight & Wind-Resistant ",Outerwear,xellbuy,7000,6000,https://m.media-amazon.com/images/I/61FIejX3CML._SY741_.jpg,100,"Tagas Women's Casual Bomber Jacket | Lightweight Zip-Up Jacket with Pockets | Full Sleeve Solid Color Outerwear for Winter, Travel & Daily Wear|oversized jecket|"
163,Women Lightweight Jacket | Solid Casual Windcheater With 2 Pockets,Outerwear,xellbuy,9000,8650,https://m.media-amazon.com/images/I/61UO8TEnEIL._SY741_.jpg,100,Racing Bomber Jacket for Men & Women | Motorsport Graphic Print Winter Puffer Jacket | Vintage Biker Streetwear Zip-Up Outerwear | Casual Urban Fashion Coat for Travel
164,Summer lightweight Track Jacket | Windcheater Jacket For Women,Outerwear,xellbuy,8000,7650,https://m.media-amazon.com/images/I/51xPLbzxBTL.jpg,100,"FLEECE MATERIAL: Crafted from soft, plush fleece fabric that provides exceptional warmth and comfort during cold winter months."
165,Women Travel Solid Sports Gym Running jacket,Outerwear,xellbuy,12000,11600,https://m.media-amazon.com/images/I/61tYLuU32NL._SX679_.jpg,100,WesternVibe Women's F1 Racing Style Oversized Bomber Jacket Full Zip Casual Streetwear Jacket Stand Collar Lightweight Winter Outerwear Black Red
166,Solid Casual Windcheater With 2 Pockets,Outerwear,xellbuy,1200,11600,https://m.media-amazon.com/images/I/71SxXJOackL._SY741_.jpg,100,Alan Jones Clothing Women’s Fluffy Yarn Fleece Full-Zip Jacket | Soft Lightweight Warm Outerwear with Stand Collar & Piping at Hem & Cuffs
167,"Cool Feel Quick Dry Sun Hoodie, Modern Fit with Removable Hat",Outerwear,xellbuy,11000,1000,https://m.media-amazon.com/images/I/61DUQwPWVSL._SX679_.jpg,100,Monte Carlo Women Regular Fit Solid Hooded Neck Side Pocket Zipper Closure Full Sleeve Winter Jacket| Women Winter Jacket | Stylish Zipper Jacket | Casual Winter Wear For Women's (Pack Of 1)
168,"Women, Stylish Zip Pocket, for Driving, Camping",Outerwear,xellbuy,2100,2000,https://m.media-amazon.com/images/I/61S0JV5ccsL._SY741_.jpg,100,SMOWKLY Women’s Cotton Blend Cropped Corduroy Jacket with Two Pockets| Casual Button Down Shirt | Stylish Lightweight Outerwear for Women’s | Long Sleeve Jacket for Regular Wear
169,Anarkali Suit For Women's | Festive Ethnic Indian Traditional,Ethnic Wear,xellbuy,1200,1100,https://m.media-amazon.com/images/I/71fv2bcy+4L._SX569_.jpg,100, Myx Women's Embroidered Kurta Pant Set with Dupatta | Salwar Suit Set (Available in Plus Sizes)
170,Short Kurti For Woman Latest,Ethnic Wear,xellbuy,3000,2850,https://m.media-amazon.com/images/I/61CvqdxFUrL._SY741_.jpg,100,Womens Floral Printed Angrakha Pure Cotton Kurta with Palazzos & Dupatta Set | Traditional
171,Leriya Fashion Co-ord Set,Ethnic Wear,xellbuy,3000,2900,https://m.media-amazon.com/images/I/71rjJMwzQaL._SX569_.jpg,100,Nermosa Women Embroidery Solid A-Line Kurta and Pant Set with Dupatta
172,Klosia Women's Printed Anarkali Kurta and Pant,Ethnic Wear,xellbuy,2200,1250,https://m.media-amazon.com/images/I/61lFTsfbgaL._SY741_.jpg,100," Women's Solid Reach Color Embroidered Kurta with Floral Dupatta and Straight Pants, Festive & Traditional Outfit Ethnic Wear Set"
173,Anarkali Suit For Women's | Festive Ethnic Indian ,Ethnic Wear,xellbuy,2900,2800,https://m.media-amazon.com/images/I/71dtUfZ0InL._SY741_.jpg,100,Womanista Embriodery frock suit set for womens | coord set for womens cotton | co ord sets for women stylish | co ord sets for women casual wear
174,Anouk Women's Ethnic Motifs Printed Tiered Kurta,Ethnic Wear,xellbuy,2200,2000,https://m.media-amazon.com/images/I/51E0wFKiFLL._SY741_.jpg,100,RATAN Muga Cotton Straight Lucknowi Chikankari Ethnic Wear Kurta for Women
175,GoSriKi Women's Rayon Blend Solid Anarkali Kurta with Pant & Dupatta,Ethnic Wear,xellbuy,2900,2800,https://m.media-amazon.com/images/I/61PapcHSgZL._SX569_.jpg,100, Tavasya Women Vichitra Silk Zari Sequence Cording Embroidered Regular Fit Kurta Set | Kurta Set | Ethnic Wear
176,Straight Kurta and Pant Set with Dupatta,Ethnic Wear,xellbuy,2200,2100,https://m.media-amazon.com/images/I/51Gu6NRZ-fL._SY741_.jpg,100, Women's Cotton Floral Embroidery Mandarin Collar Straight Kurti with Pant
177,Leriya Fashion Co-ord Set For Women Stylish | Kurti Set For Woman,Ethnic Wear,xellbuy,2100,2000,https://m.media-amazon.com/images/I/61PHOMhPdCL._SY741_.jpg,100,Viscose Printed Straight Kurta with Pant and Dupatta for Women | Viscose 3/4 Sleeve | High Neck | Ethnic Wear Casual Wear
178,Women Embroidery Solid Straight Kurta and Pant Set with Dupatta,Ethnic Wear,xellbuy,2900,2800,https://m.media-amazon.com/images/I/71ncDGUmsdL._SY741_.jpg,100,Anarkali Kurta Set for Women with Dupatta | Cotton Kurti Set for Woman | Embroidered Anarkali Suit for Women Kurti Pant Set with Dupatta | Suit Set for Women Latest
179,Women Jacquard Silk Ethnic Kurta with Dupatta,Ethnic Wear,xellbuy,2100,2000,https://m.media-amazon.com/images/I/61RbrPzrjaL._SY741_.jpg,100,"Women's Rayon Viscose Straight fit Printed Embroidered Kurta with Pant & Dupatta | Ethnic Kurta Set for Women | Daily, Office & Festive Traditional"
180,Straight Fit Designer Wear with Woven Pattern & Tassel Dupatta,Ethnic Wear,xellbuy,3500,3000,https://m.media-amazon.com/images/I/71L-WyS26RL._SY741_.jpg,100,Women's Pure Viscose Block Printed Ethnic Wear Straight Kurta Set with Palazzo Pants & Dupatta | Kurta Set for Women | 3 Piece Set
181,Ethnic Kurta with Dupatta Suit for Women,Ethnic Wear,xellbuy,5000,4900,https://m.media-amazon.com/images/I/51jxUIx-REL._SY741_.jpg,100,Women Viscose Printed | Kurti Set Woman | Kurta Pant Dupatta 3 Piece Outfit | V-Neck Elbow Length Sleeve Straight Fit Ethnic Wear Ladies Dress Stylish Traditional Clothing
182,SIRIL Women's Satin Tissue Sequence Embroidery Scalloped Border Saree,Sarees,xellbuy,25000,24500,https://m.media-amazon.com/images/I/617YAcTci7L._SX569_.jpg,100,Women's Kanjivaram Soft Silk Saree With Blouse Piece
183,SIRIL Women's Chinnon Embroidery Scalloped Border Saree,Sarees,xellbuy,45000,42000,https://m.media-amazon.com/images/I/51-EvB+p6EL._SX569_.jpg,100,Women's Pure Soft Silk Saree With Blouse Piece For Wedding
184,SIRIL Georgette Bandhani Saree for Women with Unstitched Blouse Piece,Sarees,xellbuy,35000,32000,https://m.media-amazon.com/images/I/71n0o3rC2DL._SY741_.jpg,100,Women's Saree with Embroidered Blouse Piece
185,SIRIL Georgette Bandhani Saree for Women with Unstitched Blouse Piece,Sarees,xellbuy,45000,40000,https://m.media-amazon.com/images/I/71zD6LNDRdL._SX679_.jpg,100, Women's Trendy Banarasi Kanjivaram Navy Color Art Silk Saree with Blouse Material
186,Yashika Women's Banarasi Kanjivaram Cotton Silk Saree With Unstitched Blouse Material,Shirts,xellbuy,2600,2500,https://m.media-amazon.com/images/I/41rnCW4yeRL._SY741_.jpg,100,"Women Fashion Vest, Poly Crepe, Regular Fit"
187,Formal Look Stylish Trendy Shirts,Shirts,xellbuy,2800,2600,https://m.media-amazon.com/images/I/71VMn5aTdNL._SX569_.jpg,100,Women's Embroidered Cotton Shirt | 3/4 Sleeve Button-Down with Floral Embroidery (Available in Plus Sizes)
188,Comfortable Rich Korean Button Down,Shirts,xellbuy,3000,3900,https://m.media-amazon.com/images/I/61ghciV5-zL._SY741_.jpg,100,Pink Women and Girls Loose fit Full Sleeve Cotton and Linen Pink Color Women Boyfriend Shirts
189,Comfortable Rich Korean Button Down,Shirts,xellbuy,3200,3000,https://m.media-amazon.com/images/I/51gj12mCq3L.jpg,100,Women Casual Check Shirt Cotton Long Sleeve Stylish Checked Pattern Fashion Clothing
190,Long Sleev Stylish Collared Shirts ,Shirts,xellbuy,3000,2900,https://m.media-amazon.com/images/I/31UjwLrkZGL.jpg,100,Women Shirt ? Formal Office Wear Viscose Rayon Shirts for Women
191,Women's Rayon Oversized Fit Crop Top Shirt,Shirts,xellbuy,2200,2180,https://m.media-amazon.com/images/I/41RwBNXFWtL.jpg,100,"Women’s Striped Shirt, Casual Button Down Shirt for Women, Full Sleeve Cotton Blend Oversized, Ladies Formal & Casual Wear Top"
192,Trendy Summer Tops | Smart Casual,Shirts,xellbuy,3000,2900,https://m.media-amazon.com/images/I/51gj12mCq3L.jpg,100,Women Casual Check Shirt Cotton Long Sleeve Stylish Checked Pattern Fashion Clothing
193,French Crep Button Down Modern Fit,Shirts,xellbuy,3000,2900,https://m.media-amazon.com/images/I/61biRrJHp-L._SY741_.jpg,100,Women Printed Formal Shirt | Stylish Office Top | Casual Full Sleeve Shirts | Trendy Summer Tops | Smart Casual Printed Top for Women's | French Crep Button Down Modern Fit
194, Smart Casual Printed Top for Women's,Shirts,xellbuy,3000,2800,https://m.media-amazon.com/images/I/618tghr6oGL._SY741_.jpg,100,SAVI Women’s Blue Denim Embroidered Top | Floral Yoke Embroidery | 3/4 Puff Sleeves | Relaxed Fit Casual Ethnic Tunic Top for Women
195,Stylish Office Top | Casual Full Sleeve Shirts ,Shirts,xellbuy,3000,2800,https://m.media-amazon.com/images/I/41RwBNXFWtL.jpg,100,"Women’s Striped Shirt, Casual Button Down Shirt for Women, Full Sleeve Cotton Blend Oversized, Ladies Formal & Casual Wear Top"
196,Women Printed Formal Shirt | Stylish Office Top,Shirts,xellbuy,3000,2700,https://m.media-amazon.com/images/I/61vT32slH9L._SY741_.jpg,100,IndoPrimo Women's Satin Shirt with Spread Collar Neck Line Solid Pattern Full Sleeves Regular Fit Western Style and Standard Length
197,KOTTY Women’s High Waist Wide,Jeans,xellbuy,5999,4999,https://m.media-amazon.com/images/I/61Evy4TpAuL._SY879_.jpg,403,"Fabric: Constructed with a durable cotton lycra blend, offering a perfect balance of comfort and flexibility for your active lifestyle. Rise and Fit: Enjoy a high-rise design coupled with a relaxed fit, providing ample room for movement and functionality. Proudly Made in India: Each Jeans piece is proudly manufactured in India, reflecting our commitment to local production and craftsmanship excellence. Wash Care: Machine wash cold separately, tumble dry low, iron on low heat if necessary, do not bleach, and do not dry clean. Trendy high-rise light fade jeans, perfect for casual outings"
198,Stylish Western Woman Shirts | Casual Summer Office Tops ,Shirts,xellbuy,3200,3000,https://m.media-amazon.com/images/I/61a770ncRFL._SY741_.jpg,100,Women’s Ombre Pink Casual Shirt for Women | Full Sleeve Stylish Western Top | Soft Regular Fit Button Down Shirt for Girls & Women
199,Half Sleeve Trendy V-Neck Printed Shirt's ,Shirts,xellbuy,3000,2900,https://m.media-amazon.com/images/I/51958G0HKDL._SY741_.jpg,100,Women’s Stylish Cotton Embroidery Full Sleeves Spread Collar Shirt (C1832)
200,KOTTY Women’s High Waist Denim Jeans,Jeans,xellbuy,5999,4999,https://m.media-amazon.com/images/I/51tPYbiNe2L._SY879_.jpg,410,"Fabric: Constructed with a durable cotton lycra blend, offering a perfect balance of comfort and flexibility for your active lifestyle. Rise and Fit: Enjoy a high-rise design coupled with a slim fit, providing ample room for movement and functionality. Wash Care: Machine wash cold separately, tumble dry low, iron on low heat if necessary, do not bleach, and do not dry clean. Best Fit: To ensure the ideal fit, please consult the size chart displayed in the image. Proudly Made in India: Each Jeans piece is proudly manufactured in India, reflecting our commitment to local production and craftsmanship excellence."
201,Women Crochet Top for Women ,Shirts,xellbuy,3000,2900,https://m.media-amazon.com/images/I/71ijn7lVasL._SY741_.jpg,100,Gufrina Women's Pink Floral Printed Button Down Western Shirt with Collared Neck and Half Sleeves in Relaxed Fit Style
202,Women’s High-Waist Button Relaxed Fit Casual Ankle,Jeans,xellbuy,6999,5997,https://m.media-amazon.com/images/I/51CWFsbKdHL._SY879_.jpg,403,"Fabric: Constructed with a durable cotton lycra blend, offering a perfect balance of comfort and flexibility for your active lifestyle. Rise and Fit: Enjoy a high-rise design coupled with a slim fit, providing ample room for movement and functionality. Wash Care: Machine wash cold separately, tumble dry low, iron on low heat if necessary, do not bleach, and do not dry clean. Best Fit: To ensure the ideal fit, please consult the size chart displayed in the image. Proudly Made in India: Each Jeans piece is proudly manufactured in India, reflecting our commitment to local production and craftsmanship excellence."
203,Stylish Western Woman Shirts | Casual Summer Office Tops ,Shirts,xellbuy,2100,2000,https://m.media-amazon.com/images/I/81rzyxkVtgL._SX679_.jpg,100,2200
204,Stylish Office Top | Casual Half Sleeve Shirts,Shirts,xellbuy,2100,2000,https://m.media-amazon.com/images/I/61fY4Ql0aDL._SY741_.jpg,100,PURYS Women Satin Shirt | Mandarin Collar Casual Top | Short Sleeve Chinese Collar Western Shirt for Office
205,Women’s High Waist Denim Jeans |,Jeans,xellbuy,6999,5999,https://m.media-amazon.com/images/I/51VLlDUrJCL._SY879_.jpg,402,"Fabric: Constructed with a durable cotton lycra blend, offering a perfect balance of comfort and flexibility for your active lifestyle. Rise and Fit: Enjoy a high-rise design coupled with a slim fit, providing ample room for movement and functionality. Wash Care: Machine wash cold separately, tumble dry low, iron on low heat if necessary, do not bleach, and do not dry clean. Best Fit: To ensure the ideal fit, please consult the size chart displayed in the image. Proudly Made in India: Each Jeans piece is proudly manufactured in India, reflecting our commitment to local production and craftsmanship excellence."
206,Women Printed Formal Shirt ,Shirts,xellbuy,3000,2900,https://m.media-amazon.com/images/I/61-6zilTx+L._SY741_.jpg,100,TADKEE Women's V Collared Casual Stylish Long Sleeve Oversized Fit Shirt
207,Regular Fit Western Latest Stylish Office Wear Tops Women,Shirts,xellbuy,3000,2800,https://m.media-amazon.com/images/I/71sgkUN6czL._SX679_.jpg,100,"Women's Oversized Plaid Flannel Shirt, Black and White, Long Sleeve, Casual Button-Down Top"
208,Women’s High Waist Wide Leg Flared Jeans with Trendy Fit and Clean Look ,Jeans,xellbuy,5999,4999,https://m.media-amazon.com/images/I/515B1mv1APL._SY879_.jpg,501,"Fabric: Constructed with a durable cotton lycra blend, offering a perfect balance of comfort and flexibility for your active lifestyle. Rise and Fit: Enjoy a high-rise design coupled with a relaxed fit, providing ample room for movement and functionality. Proudly Made in India: Each Jeans piece is proudly manufactured in India, reflecting our commitment to local production and craftsmanship excellence. Wash Care: Machine wash cold separately, tumble dry low, iron on low heat if necessary, do not bleach, and do not dry clean. Trendy high-rise light fade jeans, perfect for casual outings"
209,Shirts for Women - Korean Style ,Shirts,xellbuy,3200,3100,https://m.media-amazon.com/images/I/711-b2ZRN3L._Y741_.jpg,100,GRECIILOOKS Shirt for Women | Shirt | Long | Tops for Women | Oversized | Korean Style Long Sleeve Oversized Button Down
210,Women’s High Waist Denim Jeans,Jeans,xellbuy,5999,5549,https://m.media-amazon.com/images/I/51EbV2ne6SL._SY879_.jpg,890,"Fabric: Constructed with a durable cotton lycra blend, offering a perfect balance of comfort and flexibility for your active lifestyle. Rise and Fit: Enjoy a high-rise design coupled with a slim fit, providing ample room for movement and functionality. Wash Care: Machine wash cold separately, tumble dry low, iron on low heat if necessary, do not bleach, and do not dry clean. Best Fit: To ensure the ideal fit, please consult the size chart displayed in the image. Proudly Made in India: Each Jeans piece is proudly manufactured in India, reflecting our commitment to local production and craftsmanship excellence."
211,Women’s High-Waist Button Relaxed Fit Casual Ankle Length Stylish Jeans,Jeans,xellbuy,5999,4598,https://m.media-amazon.com/images/I/61+kgS09xLL._SY879_.jpg,333,"Processed finishes use abrasive stones to achieve a soft, faded appearance that feels comfortable from the first wear. Heavily lightened jeans provide an almost-white finish that is perfect for high-contrast outfits and edgy street style looks. Deep red jeans add a touch of rich color to your winter wardrobe, pairing perfectly with cozy sweaters. Natural cream-colored jeans are untreated and feature small flecks of husk for a rustic and organic aesthetic. Vintage-tinted jeans use specialized colorings to simulate the look of trousers that have aged over several long decades."
212,High-Waist Button Relaxed Fit Casual Ankle Length Stylish Jeans,Jeans,xellbuy,3100,2850,https://m.media-amazon.com/images/I/81wfcBsdKqL._SX679_.jpg,100,Nifty Womens Mid Rise Denim Wide Leg Jeans
213,Womens High Waist Flared Fit Ankle Length Clean Look Denim Jeans,Jeans,xellbuy,10000,6999,https://m.media-amazon.com/images/I/41tZ4YdEKnL._SY879_.jpg,455,"High-waisted jeans provide excellent midsection support while creating a beautifully elongated and flattering silhouette for all different body types. Slim-fit jeans offer a tailored appearance that bridges the gap between casual wear and professional office-ready attire seamlessly. Opt for a coordinated look by matching your jeans to a jacket in the exact same fabric shade. Cargo-style jeans feature large side pockets that provide a functional, utilitarian aesthetic inspired by traditional military workwear uniforms. Sturdy work jeans include a functional loop and extra utility pockets for a rugged and practical daily look."
214,"Women’s High Waist Denim Jeans | Straight, Relaxed & Wide Leg Fit",Jeans,xellbuy,11000,7996,https://m.media-amazon.com/images/I/51EbV2ne6SL._SY879_.jpg,4444,"Fabric: Constructed with a durable cotton lycra blend, offering a perfect balance of comfort and flexibility for your active lifestyle. Rise and Fit: Enjoy a high-rise design coupled with a slim fit, providing ample room for movement and functionality. Wash Care: Machine wash cold separately, tumble dry low, iron on low heat if necessary, do not bleach, and do not dry clean. Best Fit: To ensure the ideal fit, please consult the size chart displayed in the image. Proudly Made in India: Each Jeans piece is proudly manufactured in India, reflecting our commitment to local production and craftsmanship excellence."
215,"Denim Jeans | Straight, Relaxed & Wide Leg Fit",Jeans,xellbuy,5000,4900,https://m.media-amazon.com/images/I/718qR5TuDkL._SY741_.jpg,100,Miss Chase A+ Women's Wide-Leg High-Rise Regular-Length Stretchable Cargo Denim Jeans
216,Womens Denim Jeans | Stylish Daily Comfort ,Jeans,xellbuy,10000,8999,https://m.media-amazon.com/images/I/518UJyicYAL._SX679_.jpg,3478,"Soft-lined jeans offer incredible warmth and insulation, making them the perfect choice for surviving the coldest winter days. Advanced yarn technology prevents the knees from bagging out, ensuring your jeans look sharp throughout the long day. Performance jeans draw moisture away from the skin, keeping you dry and fresh during active or busy afternoons. Modern skinny jeans feature high-performance stretch fabric that hugs your curves securely without restricting any of your movements. Recycled polyester blends turn waste into soft, wearable fibers that contribute to a much cleaner global environment."
217,Relaxed Fit Casual Ankle Length Stylish Jean,Jeans,xellbuy,5500,5400,https://m.media-amazon.com/images/I/61xrySAWfpL._SX569_.jpg,100,U.S. Polo Assn. Women Jeans
